Player,Team,0,1,2,3,4,5,6,cluster
"Gary Trent, Jr.",TOR,-0.9923631019159199,-1.389227114232136,-1.0365442928140267,1.588856551437081,1.061874627031941,-0.49269906603132485,-0.7042439235019666,2
Jrue Holiday,MIL,-0.897287211901914,0.12967285164814915,-1.204658897053767,-1.6571613124710296,0.36801669596263775,-0.7740459404935013,1.9454114462452314,4
Desmond Bane,MEM,-1.199546189622887,-0.9529664363451557,-0.5224435079780095,1.1504466947178398,0.8650822048681553,-0.23588329116917817,1.4018539413009306,2
D'Angelo Russell,MIN,-0.7941184062401722,-1.1399449428146122,-1.253695517158446,-1.4048461827413163,-0.9498521399396438,0.15591372913222412,-0.029637931748903234,6
Bojan Bogdanovic,UTA,-0.7435065886031447,-0.6686677207687161,-0.741016337228454,1.9108069903302756,-0.6734023395541902,-0.6476512543860341,-0.08351190166642189,2
Christian Wood,HOU,-0.7969908501562399,0.665987154189266,0.46121495531996914,1.5063308099435477,-0.8624617742095267,2.137477204973322,0.2270411158279846,7
Jonas Valanciunas,NOP,-1.1064359210021948,2.0587371439611433,0.29229728643938374,0.9766694673572925,0.46595308937985525,1.494228510691809,1.00044884982795,0
Nikola Vucevic,CHI,-1.3541296757981618,0.6939966601491807,0.28714826782490577,0.4474884729124508,3.1005877417265317,3.5254418349509433,1.8700727103627093,0
Tyrese Maxey,PHI,-1.019715411726514,0.24963893039099413,-1.5465141697687481,-0.03683806652393639,0.5578377750387908,-1.2526839774724232,0.4679724470662042,2
Cade Cunningham,DET,-0.8817940800678978,-0.27857826072562913,-0.8361679298925138,-1.3350543474066379,1.7525611548670184,1.146731779976222,-0.8677348363562987,8
Jalen Green,HOU,-0.6944869241973581,-0.8007977218727461,-1.0362434009807027,1.0188819598867893,0.28409992424996977,-0.31155636980684254,-0.6174243809072099,2
Tobias Harris,PHI,-1.0574036370748816,0.6773212504345121,-0.7086380390270499,0.3128469258851017,1.6146056598262297,0.7734958695189572,0.9009271602647096,0
Andrew Wiggins,GSW,-0.9580750530278134,-0.32569580282369454,-0.8048409288782469,1.2036750624399133,1.2729557634653377,-0.4673584571093401,-0.11222601527586586,2
Deandre Ayton,PHX,-0.31714915424050805,2.119557733879626,0.29575778560243315,0.9945408130299299,1.7523498459849087,-0.4714181632647994,2.400200327552327,0
Kyle Kuzma,WAS,-0.7550669609188028,0.032644386832767346,-0.029547464154006154,0.40745661184726156,0.42258669316747816,2.357415321405564,0.3285874302930994,7
Keldon Johnson,SAS,-0.9873914837259807,-0.0829460649405926,-0.488327931207146,1.4671841459586685,0.7717970536929769,0.5860244484840904,0.45564286958398614,2
Caris LeVert,CLE,-0.41452135336861773,0.07045251472943419,-1.1390313939884367,-0.44831090979026195,1.4774727952325521,-0.6253682088102401,-0.9420162488279349,8
Reggie Jackson,LAC,-1.2750171780143058,-1.1632522982240399,-1.4596380062684164,-0.763199147727156,2.571607666028611,1.092109986945504,-0.9722901833221969,8
Harrison Barnes,SAC,-0.6864596389529868,0.3370196423897422,-0.821021101316006,1.6732823724144135,-2.5679637703023426,0.01961549385252808,-0.7761502295065104,10
Cole Anthony,ORL,-0.6039895637615643,-0.41859674574852496,-0.7493281283275853,-1.0587824546206395,-0.31061702672478914,1.5003465322739657,-1.5144900748576964,6
"Jaren Jackson, Jr.",MEM,-1.0229972040080935,0.024186926253427315,-0.3485321212010587,1.9924633596675048,0.5454375016064134,0.7680849624357824,-3.1484353033602197,13
Jalen Brunson,DAL,-1.0731519638758655,0.6763623287491407,-1.5501103476742701,-0.7994502612860764,1.212037293672424,-0.876148076881809,1.2332389860592323,4
Saddiq Bey,DET,-1.1704727113220008,-1.3325020111232833,-0.6779928539286596,1.2037475398386237,0.23063319642471708,1.650029218659152,-0.5988347091942786,2
Jordan Clarkson,UTA,-1.0511773763791665,-1.514649793045939,-0.8248312532989573,1.0233848925532651,1.1319270287454264,0.12589491818597243,0.00039052656215401164,2
Buddy Hield,IND,-1.0108018687049118,-2.174340019029446,-0.0511906574362392,0.8921846374621637,0.21710909295257397,1.18828685199974,0.7473452481048926,3
Rudy Gobert,UTA,-0.14955747459127233,3.0431353471701303,1.5647149251851347,1.9230190992083476,-2.9316763735022726,1.6246668265808082,0.38550599321469137,7
"Kevin Porter, Jr.",HOU,-0.29594848662608875,-0.8405439072460036,-0.4131445080184837,-1.4885479099067485,-0.529016911669658,0.6294138181960182,-0.45354832093254194,6
Tyrese Haliburton,IND,-0.7845537820242242,-0.28857401325860565,-1.1423336282269736,-3.0236563241137717,-1.2157280635477292,-0.03398264682720356,2.2999928769366473,4
Scottie Barnes,TOR,-0.8084304513181578,1.091690022776017,-0.480606115317147,-0.1839122504777622,1.820490218510105,0.4621474934007924,0.25773321455714004,0
Franz Wagner,ORL,-0.8756311410513752,0.491787530088133,-1.0562751953441536,0.32116446699775686,1.4358243724612882,-0.4558870954071224,-0.11444785151363837,2
Bogdan Bogdanovic,ATL,-0.20440144825570863,-1.165934967786391,-0.04365008742034106,0.357934761061885,0.11370306870632746,0.10548220523351304,0.632207744895244,3
"Wendell Carter, Jr.",ORL,-0.18241102609201268,0.9375697865283085,0.823194343308916,0.42456807172552136,-0.309023164520874,1.609115246376476,0.9308908357310093,7
Aaron Gordon,DEN,-0.5917231805116369,0.6888946379809416,-0.37312483283467934,0.70045043314788,0.22961484067578986,-0.48826856750483366,0.9062203812478276,2
Seth Curry,BRK,-0.1564760077813605,-0.6637743520641639,-0.16553604707580605,-0.11806888813796489,-0.016986655450708064,-1.0776742635151455,1.5029333155147648,3
Evan Mobley,CLE,-0.5526121630327152,1.648059074173367,-0.3354323246025491,0.3820354466407179,1.7203559853336363,0.9280194548555811,-0.4079895556400441,0
"Kelly Oubre, Jr.",CHA,-0.6229452225054123,-1.3200106629282138,-0.008467688134137709,1.888458531388645,0.23341146057548262,-0.2506282328859661,-0.056475313884603064,2
Lauri Markkanen,CLE,-0.020346237180694386,-0.5362248545736213,0.3016840535762046,1.3972208235329537,-0.2852840867080782,0.31695594201481087,0.1059419596922441,3
Chris Paul,PHX,-0.3355915648430755,0.6388544915996541,-1.1899599754050865,-4.332479664578333,-1.1937636661913058,-0.049962974933066506,1.645320997701096,4
Will Barton,DEN,-0.5188647926704434,-0.783488891187638,-0.33740358192057607,-0.23159423071644117,0.6168678121731559,0.9007989780598591,0.9864093471223164,3
Bobby Portis,MIL,-0.5444505317899119,0.13980890435830698,0.8173198467640385,1.3991460538736202,1.4782724348047585,1.7533944617291461,1.3193441106732717,0
Mikal Bridges,PHX,-0.6418591193532853,0.27639177865318537,-0.4361817839851646,0.8191817773799691,0.6339309560978029,-1.2011442832327777,2.2431132721381015,2
Evan Fournier,NYK,-0.6253783854712276,-2.0046643138854607,-0.11865844728552402,0.9653101163709661,0.5004691643367177,-0.0735641345177923,0.37853345627440615,3
Malik Monk,LAL,-0.39264654020020695,-0.8933040139625639,-0.1819974554121572,0.2517286862091392,0.0970426466230037,-0.4341617973048148,1.438543728602498,3
Spencer Dinwiddie,DAL,-0.1626522524399571,-0.25823508885893437,-0.611742955177238,-1.0513484376658881,-0.995098839242164,0.37143301624115793,-1.0735855101647709,6
Mike Conley,UTA,-0.29136562875255245,-0.871546833097391,-0.5422791048722533,-1.2898727111248265,-0.7098131735394924,-0.3251786765945979,0.5491736800448614,6
Kevin Love,CLE,-0.25467649664634295,-0.7765771503074105,0.6817602538956392,1.127565773136972,-1.4994371692671962,2.1567722169811536,0.6062885471095305,7
Dennis Schroder,HOU,-0.08380643780488285,0.011886418059065226,-0.7491256774619859,-1.0860600739050703,0.24379636437676544,-0.3619450715581425,-0.9763696368370842,8
Jakob Poeltl,SAS,-0.21269270400382884,2.145155296040505,0.4323348315251937,-0.20273651429104284,1.522992514804706,-0.44606726283628334,1.1658025781631376,0
Kyle Lowry,MIA,0.07183677248908668,-0.6391684177772071,0.06247979261069028,-2.3613108699952923,-2.3351251515575653,0.44529945625997935,0.6655040418218491,6
Carmelo Anthony,LAL,-0.05880167615328407,-0.7493328244294047,0.2781840868927545,1.430835715298049,-0.08777458166411903,-0.1900713426994928,-0.3531579006062987,3
Derrick White,BOS,-0.3463261930786339,-0.3577031844769578,-0.6861787996001192,-1.071544032913402,-0.805951825287315,0.18614246593744338,-0.716392752968837,6
Kentavious Caldwell-Pope,WAS,-0.3497711777360167,-0.7567236449742377,-0.2913469782953422,0.840629905437965,0.37340790787473327,-0.15509966934449024,-0.01603970535887241,2
Montrezl Harrell,CHA,0.013383736334009669,2.0036835301909695,-0.22892223411013518,0.6365439736861478,-0.6787265015272458,-1.8247100899164275,0.31389785863433,14
Coby White,CHI,0.2172673911504739,-0.8376498283883855,0.02985839956028771,-0.010219863480583848,0.1608773943401356,-0.4449007946387582,0.21719629967543508,3
Monte Morris,DEN,-0.23380388582162642,-0.31873628883122673,-0.6121424652493511,-0.9843732895809127,0.6575606918119534,-0.6293451723095833,2.1151244487542202,4
Cameron Johnson,PHX,0.24255099594558405,-0.872048630673645,0.5132927860534576,1.0306751116806439,-0.8116981360951003,-0.2979076547849735,0.8565209650578345,3
Devin Vassell,SAS,-0.09697738522822957,-0.7559378003602444,0.1684454703221627,0.6084800066234985,0.9272032483782048,0.5523072104022791,0.18838990883312628,3
Lonnie Walker,SAS,-0.04457930794153942,-0.7223208430703936,-0.5937464155544225,0.34689749911686824,0.9790675034530978,-0.08706779794359794,-0.9521374700676728,8
Marcus Smart,BOS,-0.07352605095173298,-0.565831162330283,-0.31216850858208217,-1.9853738715218379,-0.925422465521947,0.566919081049142,-0.14805033316802496,6
Malik Beasley,MIN,-0.207271221846699,-2.366272479609124,0.19749224015714603,1.3232112816684187,0.23788767637379182,0.6620047877587981,0.9738534639685358,3
Kevin Huerter,ATL,-0.1208510431880732,-0.9769160497887779,0.29263401679296847,-0.01760911108700357,0.7101373950486812,-0.14602240710739725,1.2218207212536512,3
Luke Kennard,LAC,0.19681844278717273,-1.1613169975066766,0.3857033334233465,0.5755507763135643,-0.6104797574193188,-0.2924713671983513,1.3260775338183375,3
Devonte' Graham,NOP,-0.1486797658621704,-1.907932666657526,-0.465697307317042,-0.6832022378464879,-0.682237524113272,0.4985165131809607,-0.14085972443647027,6
Jae'sean Tate,HOU,-0.22579449820276232,0.7136851849449857,0.28153011279380585,-0.4147704323996631,0.6119838558017799,-0.3309576881439918,-0.41217859695761283,8
Danilo Gallinari,ATL,0.29219516561379355,-0.31875431419088635,0.18984370256319652,0.919231824796813,-0.4386652117568441,0.35925836781519044,-0.25232195958852766,5
Alec Burks,NYK,-0.15756801809568993,-0.5086720572090511,0.24803603178239475,0.09532449240090886,-1.6022075873291959,1.4436109549495968,-1.7157309272697212,6
Davion Mitchell,SAC,-0.23523871298964844,-0.62815709124896,-0.8317016135617754,-1.3781364301800683,2.107757916038652,-0.15967274230571857,-0.14534096465754262,8
Patty Mills,BRK,-0.10449587090688434,-2.047000031331743,0.026362589986117728,0.4720374251295446,0.0053481559746062874,-0.21764467034863877,1.1360079279006698,3
Immanuel Quickley,NYK,-0.051151060016626504,-0.8155038837317493,-0.27290084124609215,-0.4990422682182976,-0.9548411217793346,0.4713850752152049,-1.2142126105878008,6
Gary Harris,ORL,0.4948042746177167,-0.745403396633865,-0.032776018919480426,0.30687346081624994,0.10788255212098939,-1.1624330638441864,-0.3069501329546489,5
Grayson Allen,MIL,0.41640569502429026,-1.0384811478169742,0.570958401179735,0.7753830050009475,-0.5267651517037708,-0.42831261616384775,1.0309741896867877,3
Clint Capela,ATL,-0.019619823145183315,2.2526065651396365,1.4094252743496847,0.7731716627503536,1.4630758678268545,1.91983307076276,1.5932526504919187,0
Dorian Finney-Smith,DAL,0.0010528877338185144,-0.9236831196905432,0.8710812150170322,0.5387728535162573,-0.19161638821748073,0.010101097405332583,1.492136698211357,3
Hamidou Diallo,DET,0.4703635126211719,0.7098964498708115,0.09596835580190063,0.22823154871839252,1.2677886305139097,-0.6306768147432453,-0.935107001003484,8
Duncan Robinson,MIA,0.07021799590694476,-2.2755760079621465,0.8576446567483936,0.9439845436450497,-0.7716785853277697,0.12209580704568956,0.7355512989906544,3
De'Anthony Melton,MEM,0.103360690372568,-0.8181908435303883,0.3074973078225773,-0.22162734080493815,0.1898344272057422,1.0296022738924029,-0.3159335014940495,7
Darius Bazley,OKC,0.18576194692654674,-0.015561145744157021,0.33608345442899407,0.7384467392022528,0.45296977995778837,1.7499868820530158,-0.6246152132072749,7
Cameron Payne,PHX,0.4205693114961304,-0.222978586636742,-0.3488160673315232,-1.673700327725941,0.8040159672366081,-0.03174824795786375,-0.6994738879083363,8
Terance Mann,LAC,-0.07293148374177581,0.5099209832354874,0.14413958602655397,-0.14808483921327228,0.45233531079136174,0.37504553503819754,0.23242350599831935,7
Cedi Osman,CLE,0.42514057730162896,-0.9304987931037412,0.11103258549950736,0.26509753332430414,-0.367453040621223,-0.7585193594940682,-0.5046739951596032,5
Mohamed Bamba,ORL,0.19503917935528042,0.0632297996450598,1.49242702607508,0.7501263940854288,0.5181294226567592,1.5689734518352156,1.0613140182788299,7
Nickeil Alexander-Walker,UTA,0.2613703929515414,-0.9053183944762383,-0.23830927294346888,-0.16734907421752468,1.142837852222434,0.4318810818932411,-1.4015283041685997,8
Max Strus,MIA,0.4524890451221335,-1.4123160538608879,0.7878821360188479,0.7763828423004789,-0.6901248983666798,-0.4593061436651271,1.1130059818674158,3
Trey Lyles,SAC,0.26749586649698026,0.4534045285267056,0.1715436365845496,0.9622442211367725,-0.8493778139455817,0.14398967746716634,-1.0458927088890186,5
Tre Mann,OKC,0.484449435811312,-0.6199158344502943,-0.01722246594850582,0.21538397555410854,1.1224015164396055,-0.12864919871229313,-1.008011117918975,8
Brandon Clarke,MEM,0.5271758332906766,1.3559032239791098,0.3541564952131607,0.31931930771776185,0.7605963526685932,-1.8652951825471287,0.8950025461817045,14
Ivica Zubac,LAC,0.22883660583505488,2.091098726802771,0.9804929388619695,0.29890796075501314,-0.3187884735179986,0.010800904314902417,0.24247850727000325,14
Jeff Green,DEN,0.3330136796654794,0.5577065527293741,-0.07546745725938077,0.6694374361236394,-0.41349042021831894,-1.4377280821947154,-0.46783089635255976,5
P.J. Washington,CHA,0.4715343991837095,-0.41366578967821,0.8767210012979176,-0.038394783530693546,-0.23570860825439624,0.22326685798589058,0.6664229772061481,3
Josh Richardson,SAS,0.5127656029130158,-0.35179790375217945,0.09916806547671599,0.1817926256662975,0.08793973655268339,-0.772582864784604,-0.4344593860866256,5
Ben McLemore,POR,0.5931810556074885,-1.4261039688341681,0.3659224820861171,0.8986913618653511,-0.5187946003260797,-0.8800935596101801,-0.30149353837742054,3
Al Horford,BOS,0.3113116426041811,0.13479827250642984,1.0528706295539467,-0.5074316650741041,-0.3899326848230995,1.7780626705923352,1.3869434613424076,7
Justin Holiday,SAC,0.28003726389516365,-1.6486611610463022,0.551215978721079,0.4923663965632799,-0.04864625456361893,0.09704011312138823,0.15317283219954264,3
Bones Hyland,DEN,0.41800710562543797,-0.91073581192935,0.2439255063679919,-0.3227207847386937,-0.772490885291471,-0.07474411254387239,-0.6719597153545754,5
Garrison Mathews,HOU,0.6862571890064268,-1.016806066383973,0.7236216134133023,1.0388094445577625,-1.9142183005040048,-0.47394764979798065,-1.2453698859504303,5
Terrence Ross,ORL,0.527817624373724,-0.46476485888848545,-0.27544117511781463,0.20466968863474863,0.27933434375512606,-0.21915345813285228,-1.1029417110511004,5
Robert Williams,BOS,0.6584778035413545,1.7306355212792022,1.459207352933015,-0.12476357781616411,0.014447269128255365,-0.7843941581158432,2.1619217000527158,14
Talen Horton-Tucker,LAL,0.5311478538211769,0.013192015934602353,-0.10586635291476412,-0.5597553211178737,0.7588219139684664,-0.202166710660246,-1.4902356751444437,8
Pat Connaughton,MIL,0.624514007829874,-0.9690636636763023,0.9423953942672844,0.7294495666650722,-0.6765341434552923,-0.04745313332588846,1.3510268611145146,3
Alperen Sengun,HOU,0.3598762119994993,0.9118354302717591,0.30634273089811664,-0.6101280232114812,-0.32690958217230615,-0.0901236692690861,-1.7926560486914391,1
Herb Jones,NOP,0.26720514587459093,0.4694653932547256,0.2745846444716864,-0.2933795875619078,0.2241007828266938,-0.7751574295217628,-1.0646835003988249,5
Jae Crowder,PHX,0.5221521195997972,-0.844995557122915,1.1305686980065843,0.2122489713016121,-0.4604006765038508,1.4390091813899792,-0.18547022188712364,7
Chris Boucher,TOR,0.2817692339971358,0.38238601167194247,0.8379586797101315,1.4556033217705382,-0.08424282380839318,0.3737184798287134,-0.7542937273754827,5
Daniel Gafford,WAS,0.5390489562368591,1.6734769678405612,0.8284627742753221,0.4715092733755155,0.14122570008601984,-1.9293113372413313,0.801709169895302,14
Jaxson Hayes,NOP,0.6422933277362209,1.1670844093219872,0.5173060315832436,0.7776188774346602,-0.4457076683482166,-1.7879463392849115,-0.3541254386388027,14
Jonathan Kuminga,GSW,0.5799665425705013,0.47939664641452384,0.25711384140468574,0.5886139527997717,-0.30937601593882075,-1.1822912893711692,-1.061188560176576,5
Jaden McDaniels,MIN,0.4644723919279032,-0.2033765651245262,0.8411027200561815,0.33082187796230333,0.8248494565743598,-0.16217260308059922,-0.38860436486545136,5
Georges Niang,PHI,0.45760867878856737,-1.1335908239122916,0.8118470550244835,0.5180752502581132,-0.29243056121356403,-0.4625610411915872,0.18652646386407204,3
Patrick Beverley,MIN,0.7563717832692983,-0.3052568932419373,0.5296501138295827,-1.4126142114787767,-1.0654651205185715,0.06820148150582453,-0.7375447791524036,1
JaVale McGee,PHX,0.4516938621400171,1.65957816804563,0.9328399983568487,0.5896048285369041,0.6397299251253834,-0.676164329703942,0.26534606947723594,14
Caleb Martin,MIA,0.8031636903285478,0.16658159579335294,0.5428630257089111,0.30675267512458193,0.050082083859698805,-1.11282462690802,0.0606283061318754,5
Oshae Brissett,IND,0.5889490821137633,-0.11668852975350197,0.5099603804155894,0.6183209524132985,-0.051053904819486386,0.6704623928086518,-1.2094503445324227,5
Precious Achiuwa,TOR,0.3155155033886029,0.4669895885293288,0.5785441246080708,0.34525864484297064,1.5590180991549079,1.289575816070647,-1.1667850712918586,8
Obi Toppin,NYK,0.5687464683765295,0.3722349814266306,0.3383165434452032,0.47832323549185135,0.09891896687510653,-0.9718709406304001,0.28350445863651325,5
"Bruce Brown, Jr.",BRK,0.47164679926415887,0.8019671234606504,0.40232202181476906,-0.33901637837857235,0.6589775382879697,-0.43217718732198784,-0.21613240786271617,1
Amir Coffey,LAC,0.6570936085785384,-0.346803311691668,0.2746709983699511,0.1952585903426631,-0.6408963852013756,-0.6072690666073235,0.033221768341888495,5
Moe Wagner,ORL,0.8048125383718463,0.020261385212829698,0.6026753350498296,0.2545399440908903,-0.8291935762986087,-0.8135322193229143,-0.3168267183305313,5
Chimezie Metu,SAC,0.7436556396504379,0.08298664756334016,0.7832332029346952,0.40238562004595535,0.314593448473707,0.7799634157894413,-0.22156951316260715,7
Bryn Forbes,DEN,0.5477705304279261,-0.7475364074023249,-0.04981507010273548,0.5846523996439069,0.22300724074914816,-1.2976653786590182,-0.4147874762072536,5
Ayo Dosunmu,CHI,0.40983279052819016,0.17543922443380863,0.2690958403675377,-1.2517862830754927,0.28929773954192817,-0.9722013199505004,0.7849100629817808,1
K.J. Martin,HOU,0.4344690978716989,0.3933458482539423,0.2790934616970319,0.35020963693030094,0.4014609349808116,-0.8538323335568695,0.43457100550190614,5
Isaac Okoro,CLE,0.7182443073175686,0.2570733028471103,0.23156940875399193,-0.039603310024203385,-0.37846506413261827,-1.2958223154659012,-0.8917533134512275,5
Dwight Powell,DAL,0.5196540681120551,1.5145207757862138,0.7884632425290294,0.3884972238282864,-0.9737660191161532,-2.1078326164886994,0.034797000903277836,14
Gabe Vincent,MIA,0.6378225871867994,-0.9930291680516476,0.3632136641636434,-0.9320765280244273,-0.19814296727925004,-0.6646417989520516,-0.061789114130145976,1
Tyus Jones,MEM,0.46989694737715165,-0.2136928961570565,-0.4937791836274407,-1.706827358434409,0.5291731065385146,-0.2183079213570803,1.0304739131189338,4
Chuma Okeke,ORL,0.5189440791220933,-0.966922411748916,0.8577668745949995,0.2142885863539507,0.18761462583823696,1.7029878577714932,0.033498370717205454,7
Reggie Bullock,DAL,0.6893213732259644,-1.2369844497193403,0.9345712947616763,0.5981946895608615,-0.39210238387888807,0.4101309562606708,0.48212312619668446,3
Cam Thomas,BRK,0.6514571586315739,-0.011194284942596458,-0.18147054313972535,0.22605236098299708,0.8860130289109002,-0.5423910380280391,-0.7956173910919505,8
Robert Covington,LAC,0.6143586233239482,-0.7085081995250136,1.559191928482301,0.3545285804087673,-0.5396668022866878,1.3499974874700211,-0.01725246601963196,7
Jaylen Nowell,MIN,0.8355290094379513,-0.03977827401201314,-0.004328514948777537,-0.32329784697965513,0.0981061773672879,-1.3394082563827847,-0.1890367917928105,5
Mitchell Robinson,NYK,0.6899821632447676,1.8062015293723042,1.7386811468052936,0.6717581114967919,-0.28898669368040214,-1.0970688970487787,0.6632355289253734,14
Deni Avdija,WAS,0.3318743866300536,-0.05097431051913428,0.8121725740924248,-0.1114760624035929,-0.06859954512462403,1.6284421217074607,-0.689711593669213,7
Nicolas Batum,LAC,0.936655914196137,-0.629962889114343,1.0616716720218746,0.05038729506146222,-0.42343633908758255,0.132017937295298,0.8323963063418136,3
Landry Shamet,PHX,0.7395916311102775,-1.025302726509199,0.27309025574039214,0.2327796459365699,-0.36526062247834734,-0.5618636971443075,-0.2719587262441614,5
Isaiah Stewart II,DET,0.5151917058862301,1.2856243357917612,1.2762903964825685,0.040640217528202564,1.3237808952417305,1.1956305097715552,-0.3861961298355155,7
Isaiah Hartenstein,LAC,0.7486682691564148,1.1806190095562699,0.7405678010613108,-0.7777586196922711,-0.18251125302041477,-1.378251478986107,0.20267955622519557,14
Naz Reid,MIN,0.5737869268076612,0.34656287611764885,0.5482039503203243,0.46012945421044704,-0.020704871358410686,-0.6767602545773529,-0.8870807039097462,5
Corey Kispert,WAS,0.6020539367139585,-0.7789265027510023,0.4821983299814706,0.5579023161978187,0.0019607178586781974,-0.5659344484674655,0.6036597392386671,3
Hassan Whiteside,UTA,0.8342367976908952,1.5093226033806795,1.3743238731021146,0.6021807592691489,-0.11947513441106647,-0.4200451451022267,-0.46037429232078236,14
