Player,Team,0,1,2,3,4,5,6
Williams O. ,Würzburg Baskets,1.1463807731188946,-0.08489302724890854,0.24951446621876075,-1.059459681366358,0.811510186494988,-0.9924115638069145,-0.8673057237050072
Harris E. ,FC Bayern München,1.3495844078948591,0.6959843689485454,0.6211808323270949,0.10680476840850286,-0.29291272132285917,-2.1317150414858177,-0.7756738244287532
Jelks S. ,SYNTAINICS MBC,1.24924136103637,0.38108765965880725,1.7402324912032605,-0.5650958229234992,-1.2019422012673888,0.9044652332570157,-0.9673506824047919
Bleck F. ,HAKRO Merlins Crailsheim,1.213231439513375,0.14537369151583893,1.2996781935868953,-0.8907170807717,-0.3037184879956633,0.23267232233194027,-0.7678223637365338
van Slooten L. ,Basketball Löwen Braunschweig,1.0216018485480045,-1.144224665303456,0.7700617026021794,-0.4691567978933829,1.0862165718761738,1.5323533758441328,-2.7098698626337314
Doreth B. ,medi bayreuth,1.3528688923265624,-0.13119850296724309,1.3709699221538532,-2.0383217335822774,-1.6371449319268703,-1.5788291000876218,-0.13463237034221728
Carter C. ,ROSTOCK SEAWOLVES,1.2488727968107498,-0.018996241862489206,0.38040572011131835,-1.9909475125727383,-0.871331184042528,0.4779645054502593,-1.1562973635178433
Böhmer J. ,Würzburg Baskets,1.3973968976738844,-0.13112775637408514,1.0989810303770051,-0.5887340291702831,-0.5680022622793994,-1.9865315522125158,-1.4122980409815606
Mattisseck J. ,ALBA BERLIN,1.3815500406046126,-0.5453103834470228,0.9686453816120567,-0.10705945652357082,-0.3350661867117752,-1.3056895223729732,-1.0090756223705184
Herzog L. ,MLP Academics Heidelberg,1.3890683775419375,-0.3529248900400051,0.6768735479534427,-0.0923785539562556,-0.22487792512390142,-0.8907121199917547,-1.037480338824704
Ensminger Z. ,Telekom Baskets Bonn,1.469300710882072,-0.23079844016371132,0.810694169446114,-0.24458969035395464,-0.24465176223699509,-1.6718652522520918,-0.8771226150093516
Wimberg N. ,FC Bayern München,1.3410980895214457,-0.01783737848410215,1.3137692441294708,-0.4972738506803421,0.44800869755393435,0.02383351342651303,-0.5741358465282393
Fuchs D. ,ratiopharm ulm,1.508747808849431,0.5671176260865193,0.5740056615833304,0.1492325956289376,-0.3633186302389887,-1.6433964475010336,-1.5508718182371317
Mönninghoff M. ,BG Göttingen,1.5266906683966996,-0.21604470064945808,0.9618866769833734,-0.08131387836762148,-0.6111059280895029,-0.4628305648101931,-1.3169852695763147
Philipps C. ,Veolia Towers Hamburg,1.4894635890169003,-0.07182958723655646,1.0337602010220928,-0.4375350380134928,-0.3058999700419419,-0.7766041679692802,-2.2743214260835463
Grant S. ,medi bayreuth,1.4918031954094442,-0.22570288390325235,0.8213027622702541,-0.31916982072372196,-0.18597051520117627,0.0208398744360424,-1.3898965870928854
George J. ,NINERS Chemnitz,1.481415980555086,-0.12825356809881572,0.7599327272425475,-0.46586275737767235,0.20589782964083211,-0.2966680608644549,-1.0720121954764483
Zipser P. ,FC Bayern München,1.561455693211121,-0.20739743064412317,0.6634421391513938,-0.23273262913359222,-0.04862660067110588,-0.4138893851912891,-1.3379881943275878
Caisin R. ,SYNTAINICS MBC,1.6052091962717951,-0.09995860025904826,0.7536048887014156,-0.1262373607073122,0.2270559602503893,-0.8548039412262586,-1.1931934350153743
Nikic K. ,medi bayreuth,1.6144160498133637,0.483381397978603,0.7192517431111758,-0.32243346515814086,0.2757169331503593,-1.2627195024275193,-0.9890328141360838
Hundt B. ,EWE Baskets Oldenburg,1.6505020918910207,-0.2584421386883185,0.5781854445145131,-0.31574249250282704,0.2524396588662037,-1.5990168215999967,-1.1452453777910927
Kindzeka R. ,HAKRO Merlins Crailsheim,1.777091124505414,-0.10087027911269474,1.1785808831578297,-0.38612957445582574,-0.5479327655188369,-1.9334930506127705,-1.0673507487914708
Besselink M. ,BG Göttingen,1.747543695247532,-0.35664595882324956,1.129496943780057,-0.2568825384652051,-0.16352938964586394,-1.4107944334002382,-1.0199202641086076
Samare J. ,FRAPORT SKYLINERS,1.7790487654352458,0.11798371386848655,0.8871255138092083,-0.3695660820847132,-0.31661911110322705,-1.7483251136243319,-1.0894013573157704
Agbakoko N. ,EWE Baskets Oldenburg,1.746985689902312,0.3663344163529431,0.9362123388934651,-0.3923983263436466,0.19029093010097306,-1.3017531395423618,-1.7549377314811636
Ilzhöfer S. ,ROSTOCK SEAWOLVES,1.8333144414811988,0.14168347901623976,1.1383284837600074,-0.8330374399267592,-0.21483279632099686,-1.65053478763334,-0.4439619352246944
Nawrocki D. ,ROSTOCK SEAWOLVES,1.8242012498643387,-0.14576182262913018,0.7286369167935777,-0.34071623851334415,0.08442683300833048,-0.837587071052514,-1.037278075293976
Giotis M. ,BG Göttingen,1.9341181465827222,-0.027493726652202725,0.3027352718429713,-0.14351290792995908,0.17271464796755975,-0.1545044632273402,-1.4424103575241265
Patrick J. ,MHP RIESEN Ludwigsburg,1.9249601683703748,-0.32131264398602377,0.4610760382473377,-0.40706965759032204,0.049070631950818615,-0.5453083579984909,-1.0541087494451455
